Pyranine in 1-butanol,,
496.5599976,14.56430054,
496.7099915,14.54061794,
497.0100098,14.39788914,
497.1600037,14.53138447,
497.4599915,14.04104996,
497.6099854,14.05122948,
497.7600098,13.98309517,
498.0499878,13.71749115,
498.2000122,13.76280785,
498.3500061,13.7016983,
498.6499939,13.22936726,
498.7999878,13.2521534,
498.9500122,13.01922607,
499.25,12.87452602,
499.3999939,12.51812077,
499.5499878,12.95413303,
499.8500061,12.43752193,
500,12.71613312,
500.1400146,12.32880878,
500.4400024,12.36966991,
500.5899963,12.27595425,
500.7399902,12.05412197,
501.0400085,11.97274494,
501.1900024,11.88248539,
501.3399963,11.81536198,
501.6400146,11.55882931,
501.7900085,11.7168932,
501.9400024,11.54394627,
502.230011,11.27225494,
502.3800049,10.84502125,
502.5299988,11.28979015,
502.8299866,11.12888527,
502.980011,11.15573978,
503.1300049,10.84098434,
503.4299927,10.55154705,
503.5799866,10.47580242,
503.730011,10.60511208,
504.019989,10.19335556,
504.1700134,10.33275223,
504.3200073,10.29549599,
504.6199951,10.08838367,
504.769989,9.907845497,
505.0700073,10.25127125,
505.2200012,9.834665298,
505.3699951,9.927001953,
505.6700134,9.451771736,
505.8200073,9.744551659,
505.9700012,9.63080883,
506.2600098,9.338182449,
506.4100037,9.176472664,
506.5599976,9.478553772,
506.7099915,9.39508152,
507.0100098,9.0283041,
507.1600037,9.009858131,
507.4599915,9.094613075,
507.6099854,8.859336853,
507.7600098,8.976999283,
508.0499878,8.566142082,
508.2000122,8.590937614,
508.3500061,8.442182541,
508.6499939,8.532455444,
508.7999878,8.192439079,
508.9500122,8.142848015,
509.25,8.231192589,
509.3999939,8.060460091,
509.5499878,7.857576847,
509.8500061,8.096376419,
510,8.117716789,
510.1400146,7.885493279,
510.4400024,8.012883186,
510.5799866,7.792140484,
510.730011,7.818052769,
511.019989,7.65818119,
511.1700134,7.682894707,
511.4700012,7.358829021,
511.6099854,7.368880272,
511.7600098,7.460932732,
512.0499878,7.024334908,
512.2000122,7.078736305,
512.3499756,6.997519016,
512.6400146,7.050045967,
512.789978,7.121990204,
512.9400024,6.865586281,
513.2299805,6.57566452,
513.3800049,6.756043434,
513.5200195,6.887217045,
513.8200073,6.702705383,
513.9699707,6.483908176,
514.2600098,6.439485073,
514.4099731,6.489527702,
514.5499878,6.354179859,
514.8499756,6.282637119,
515,6.276336193,
515.1400146,6.292293549,
515.4400024,6.174000263,
515.5800171,6.128472328,
515.7299805,5.96600771,
516.0200195,5.989899635,
516.1699829,6.023487091,
516.4699707,5.815050125,
516.6099854,5.747346878,
516.7600098,5.735684395,
517.0499878,5.797319889,
517.2000122,5.689021111,
517.3499756,5.57049799,
517.6400146,5.512042999,
517.789978,5.419867992,
517.9400024,5.586592197,
518.2299805,5.461925507,
518.3800049,5.383061409,
518.5200195,5.211566925,
518.8200073,5.422177315,
518.9699707,5.348389149,
519.2600098,5.291791916,
519.4099731,5.110016346,
519.5499878,5.107600212,
519.8499756,4.873847961,
520,4.990811348,
520.1400146,4.980331421,
520.4400024,4.82024622,
520.5900269,4.785109997,
520.7399902,4.917666435,
521.039978,4.790903568,
521.1900024,4.72011137,
521.3400269,4.765402317,
521.6400146,4.62783432,
521.789978,4.701918602,
521.9400024,4.612182617,
522.2299805,4.526887894,
522.3800049,4.140060902,
522.5300293,4.362785816,
522.8300171,4.382377625,
522.9799805,4.472014904,
523.1300049,4.310344696,
523.4299927,4.238686085,
523.5800171,4.321145058,
523.7299805,4.122128487,
524.0200195,4.142496586,
524.1699829,4.055029869,
524.3200073,4.120676994,
524.6199951,3.817942381,
524.7700195,3.954525948,
525.0700073,3.963396072,
525.2199707,4.025994778,
525.3699951,3.6903584,
525.5200195,3.82694459,
525.8200073,3.86735177,
525.9699707,3.860835314,
526.2600098,3.74386692,
526.4099731,3.62818265,
526.5599976,3.84118104,
526.710022,3.861154795,
527.0100098,3.409407139,
527.1599731,3.504816771,
527.460022,3.571654558,
527.6099854,3.544075966,
527.7600098,3.397652864,
528.0499878,3.377479792,
528.2000122,3.431579351,
528.3499756,3.322090149,
528.6500244,3.248736382,
528.7999878,3.307705402,
528.9500122,3.171546698,
529.25,3.460340261,
529.4000244,3.198578835,
529.5499878,3.104629993,
529.8499756,3.276686907,
530,3.133470774,
530.1400146,2.976725817,
530.4400024,3.04891324,
530.5800171,2.943893671,
530.7299805,2.971664906,
531.0200195,2.84549284,
531.1699829,2.981357336,
531.4699707,2.864501476,
531.6099854,2.989368916,
531.7600098,2.846922159,
532.0499878,2.902648211,
532.2000122,2.929470301,
532.3499756,2.806658506,
532.6400146,2.71360302,
532.789978,2.828158617,
532.9400024,2.749987602,
533.2299805,2.602149963,
533.3800049,2.630002975,
533.5200195,2.492925406,
533.8200073,2.627284288,
533.9699707,2.460554123,
534.2600098,2.424602509,
534.4099731,2.469596624,
534.5499878,2.629768133,
534.8499756,2.453004599,
535,2.384782076,
535.1400146,2.407978535,
535.4400024,2.309183598,
535.5800171,2.368173838,
535.7299805,2.458858967,
536.0200195,2.275875807,
536.1699829,2.251492262,
536.4699707,2.170052052,
536.6099854,2.244655132,
536.7600098,2.195444107,
537.0499878,2.157457352,
537.2000122,2.154423237,
537.3499756,2.158273458,
537.6400146,2.190892458,
537.789978,2.143336535,
537.9400024,2.180843115,
538.2299805,2.120903969,
538.3800049,2.083359003,
538.5200195,2.042680264,
538.8200073,1.981084704,
538.9699707,2.083688498,
539.2600098,2.14111495,
539.4099731,2.115898848,
539.5499878,1.997852206,
539.8499756,1.960784435,
540,1.939213395,
540.1400146,1.907024741,
540.4400024,2.018896818,
540.5800171,1.77197659,
540.7299805,1.89497149,
541.0200195,1.914819121,
541.1699829,1.84055984,
541.4699707,1.83274889,
541.6099854,1.773283005,
541.7600098,1.758311987,
542.0499878,1.766829491,
542.2000122,1.749898195,
542.3499756,1.733683109,
542.6400146,1.676772833,
542.789978,1.59511435,
542.9400024,1.722972155,
543.2299805,1.51468277,
543.3800049,1.697428465,
543.5200195,1.713701844,
543.8200073,1.668289542,
543.9699707,1.703012705,
544.2600098,1.6545856,
544.4099731,1.667358637,
544.5499878,1.534711599,
544.8499756,1.541095853,
545,1.56155169,
545.1400146,1.563960314,
545.4400024,1.482752681,
545.5800171,1.512792826,
545.7299805,1.431227565,
546.0200195,1.447141051,
546.1699829,1.47377491,
546.4699707,1.42689538,
546.6099854,1.505319834,
546.7600098,1.383020997,
547.0499878,1.306356788,
547.2000122,1.304002762,
547.3499756,1.308470249,
547.6400146,1.287867069,
547.789978,1.317706704,
547.9400024,1.27747035,
548.2299805,1.355966926,
548.3800049,1.296102166,
548.5200195,1.254925609,
548.8200073,1.298642039,
548.9699707,1.215389967,
549.2600098,1.234000564,
549.4099731,1.259414196,
549.5499878,1.091771126,
549.8499756,1.296461701,
550,1.157619715,
550.1400146,1.24141407,
550.4400024,1.206174612,
550.5800171,1.15113461,
550.7299805,1.184929132,
551.0200195,1.154662728,
551.1699829,1.177118897,
551.4699707,1.069855332,
551.6099854,1.158938289,
551.7600098,1.170022726,
552.0499878,0.9783170223,
552.2000122,1.095406771,
552.3499756,1.216461539,
552.6400146,1.119063497,
552.789978,0.9994236827,
552.9400024,1.038800478,
553.2299805,1.078064203,
553.3800049,1.035414815,
553.5200195,1.091662645,
553.8200073,1.119096756,
553.9699707,1.15598321,
554.2600098,1.065008879,
554.4099731,1.082793474,
554.5499878,1.043418527,
554.8499756,0.9986044765,
555,0.9572805762,
555.1400146,1.01756835,
555.4400024,0.9654839635,
555.5800171,0.9297686219,
555.7299805,0.9074467421,
556.0200195,0.9492604733,
556.1699829,0.9933426976,
556.4699707,0.898639679,
556.6099854,0.9296920896,
556.7600098,1.019900322,
557.0499878,0.9230393171,
557.2000122,0.910140872,
557.3499756,0.8732975125,
557.6400146,0.9726148248,
557.789978,0.8928406835,
557.9400024,0.8155145049,
558.2299805,0.8722198009,
558.3800049,0.8675643802,
558.5200195,0.8355346322,
558.8200073,0.8838247061,
558.9699707,0.7174888253,
559.2600098,0.7536039948,
559.4099731,0.8458730578,
559.5499878,0.8467347026,
559.8499756,0.7365768552,
560,0.8014374375,
560.1400146,0.7782002687,
560.4400024,0.6656799912,
560.5800171,0.7524169087,
560.7299805,0.7810876369,
561.0200195,0.6705908179,
561.1699829,0.71419698,
561.4699707,0.6901701093,
561.6099854,0.6548992991,
561.7600098,0.7890851498,
562.0499878,0.6775320768,
562.2000122,0.6769966483,
562.3499756,0.6547604203,
562.6400146,0.6968337893,
562.789978,0.6724821329,
562.9400024,0.6526806355,
563.2299805,0.8052959442,
563.3800049,0.6911631823,
563.5200195,0.6744673848,
563.8200073,0.5537028909,
563.9699707,0.6536785364,
564.2600098,0.727308929,
564.4099731,0.6124394536,
564.5499878,0.6425722837,
564.8499756,0.5973828435,
565,0.6684449911,
565.1400146,0.6879402399,
565.4400024,0.6141036749,
565.5800171,0.6482794881,
565.7299805,0.6551305056,
566.0200195,0.5195325613,
566.1699829,0.570520103,
566.4699707,0.5325605273,
566.6099854,0.5096746087,
566.7600098,0.6076133847,
567.0499878,0.5618185401,
567.2000122,0.6305716038,
567.3499756,0.5069928169,
567.6400146,0.5152922273,
567.789978,0.6373091936,
567.9400024,0.5314415693,
568.2299805,0.4963025451,
568.3800049,0.4908051789,
568.5200195,0.5199890137,
568.8200073,0.4712564647,
568.9699707,0.5615243316,
569.2600098,0.5054885745,
569.4099731,0.5318650007,
569.5499878,0.4797726572,
569.8499756,0.5537234545,
570,0.6268629432,
570.1400146,0.5228379369,
570.4400024,0.4694168866,
570.5800171,0.4074677825,
570.7299805,0.5498178601,
571.0200195,0.4874407053,
571.1699829,0.4570412636,
571.4699707,0.4331683218,
571.6099854,0.4364557266,
571.7600098,0.4582724273,
572.0499878,0.4631201923,
572.2000122,0.4613368809,
572.3499756,0.4676577747,
572.6400146,0.5293643475,
572.789978,0.4091171026,
572.9400024,0.5030891299,
573.2299805,0.4120008945,
573.3800049,0.3833620846,
573.5200195,0.4197401404,
573.8200073,0.4550373852,
573.9699707,0.3893816173,
574.2600098,0.4284096956,
574.4099731,0.3960175514,
574.5499878,0.3705053031,
574.8499756,0.3633788228,
575,0.4714700282,
575.1400146,0.4404807985,
575.4400024,0.4194324911,
575.5800171,0.4289136827,
575.7299805,0.4742051065,
576.0200195,0.3054050505,
576.1699829,0.4444850385,
576.4699707,0.4213097394,
576.6099854,0.3459178507,
576.7600098,0.4512384534,
577.0499878,0.4040973186,
577.2000122,0.3009717166,
577.3499756,0.3710258901,
577.6400146,0.3471964002,
577.789978,0.4285162389,
577.9400024,0.3050621748,
578.2299805,0.3666809499,
578.3800049,0.3410267234,
578.5200195,0.3771335483,
578.8200073,0.3183679581,
578.9699707,0.3781867027,
579.2600098,0.4214597344,
579.4099731,0.2888592482,
579.5499878,0.3214102387,
579.8499756,0.3409351707,
580,0.3870428205,
580.1400146,0.3523652554,
580.4299927,0.353203088,
580.5700073,0.3328246772,
580.7199707,0.2387009561,
581.0100098,0.3655500412,
581.1500244,0.3127345443,
581.4400024,0.2597501576,
581.5900269,0.3591659665,
581.7299805,0.3135189414,
582.0200195,0.3333228528,
582.1699829,0.3188934922,
582.460022,0.3267953396,
582.5999756,0.3068944812,
582.75,0.3488227427,
583.039978,0.3131630719,
583.1799927,0.3382388651,
583.3300171,0.2938363254,
583.6199951,0.224377349,
583.7600098,0.2824185193,
584.0499878,0.2978979647,
584.2000122,0.1580617875,
584.3400269,0.2376232743,
584.6300049,0.2399808019,
584.7800293,0.2159621418,
585.0700073,0.2608938813,
585.210022,0.2134150118,
585.3599854,0.2966853082,
585.6500244,0.2207742184,
585.789978,0.2201825678,
585.9400024,0.291216433,
586.2299805,0.2712884545,
586.3699951,0.2476274073,
586.5200195,0.2474650443,
586.8099976,0.2678309977,
586.9500122,0.272076875,
587.2399902,0.267049253,
587.3900146,0.234102577,
587.5300293,0.2610949874,
587.8200073,0.2589730918,
587.9699707,0.1598288715,
588.2600098,0.2615974844,
588.4000244,0.3921666443,
588.5499878,0.2476672828,
588.8400269,0.2578474581,
588.9799805,0.3123258352,
589.1300049,0.2477885038,
589.4199829,0.3430446088,
589.5599976,0.3018096387,
589.8499756,0.2105276287,
590,0.2606380582,
590.1400146,0.2661533356,
590.4299927,0.235240221,
590.5700073,0.1836058944,
590.7199707,0.2076189816,
591.0100098,0.2722620666,
591.1500244,0.1852526516,
591.4400024,0.143598333,
591.5900269,0.1586536318,
591.7299805,0.2236427665,
592.0200195,0.1904586405,
592.1699829,0.2079552412,
592.460022,0.1841677129,
592.5999756,0.2356282324,
592.75,0.181714505,
593.039978,0.2211968005,
593.1799927,0.2590769529,
593.3300171,0.1315402091,
593.6199951,0.2630309761,
593.7600098,0.2058498859,
594.0499878,0.2287340909,
594.2000122,0.1559478492,
594.3400269,0.1771684736,
594.6300049,0.2034287006,
594.7800293,0.1547451168,
595.0700073,0.1479153186,
595.210022,0.1555809975,
595.3599854,0.1807833463,
595.6500244,0.2123805285,
595.789978,0.1493447423,
595.9400024,0.2024547607,
596.2299805,0.175828591,
596.3699951,0.1910466999,
596.5200195,0.2168444842,
596.8099976,0.174300611,
596.9500122,0.180164516,
597.2399902,0.1657804549,
597.3900146,0.1902202219,
597.5300293,0.2269019932,
597.8200073,0.163073808,
597.9699707,0.1751762778,
598.2600098,0.1862035543,
598.4000244,0.1802104115,
598.5499878,0.1061378941,
598.8400269,0.1451278031,
598.9799805,0.184950158,
599.1300049,0.125940606,
599.4199829,0.1912057698,
599.5599976,0.2322690785,
599.8499756,0.1643697023,
600,0.1813043952,

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/31/2020 2:45:27 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/31/2020 2:38:52 PM
Method Modifications:
Em. Slit Width (nm): Changed: 1/31/2020 2:45:05 PM, Old:5, New:1.5
Scan Control Changed: 1/31/2020 2:45:05 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/31/2020 2:45:05 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/31/2020 2:45:05 PM, Old: 350.00, New: 366.00
Data interval: Changed: 1/31/2020 2:45:05 PM, Old:   1.00, New:   0.20
Emission Wavelength Changed: 1/31/2020 2:45:05 PM, Old: 400.00, New: 380.00
End Method Modifications

